hand_p1,hand_p2,E[p1],E[p2],emp_p1,emp_p2,VAR[p1],VAR[p2]
"(('D', 4), ('D', 8), ('C', 13), ('D', 14))","(('S', 2), ('C', 7), ('S', 8), ('S', 13))",0.0,0.0,0.0049,0.007,0.3076923076923076,0.3076923076923076
"(('D', 7), ('H', 7), ('C', 13), ('H', 13))","(('S', 3), ('S', 5), ('S', 6), ('C', 6))",0.6923076923076925,-0.6923076923076925,0.6939,-0.6848,0.36686390532544366,0.36686390532544366
"(('D', 3), ('D', 5), ('H', 6), ('D', 11))","(('C', 4), ('C', 9), ('H', 11), ('D', 14))",0.0,0.0,-0.0001,-0.0093,0.46153846153846134,0.46153846153846134
"(('S', 2), ('S', 7), ('H', 8), ('S', 9))","(('D', 5), ('H', 6), ('D', 11), ('C', 14))",0.0,0.0,0.0084,-0.011,0.6153846153846154,0.6153846153846154
"(('S', 6), ('C', 6), ('D', 12), ('D', 14))","(('S', 2), ('C', 2), ('H', 11), ('C', 14))",0.0,0.0,0.0073,-0.0032,0.3076923076923076,0.3076923076923076
"(('S', 8), ('D', 11), ('C', 12), ('H', 13))","(('C', 4), ('S', 6), ('C', 7), ('C', 10))",0.0,0.0,0.0052,-0.0045,0.6153846153846154,0.6153846153846154
"(('H', 6), ('S', 9), ('C', 11), ('H', 11))","(('H', 4), ('S', 5), ('D', 8), ('H', 14))",0.6923076923076925,-0.6923076923076925,0.6918,-0.6914,0.21301775147928978,0.21301775147928978
"(('S', 5), ('H', 5), ('D', 10), ('S', 14))","(('S', 6), ('S', 7), ('D', 14), ('C', 14))",-0.07692307692307693,0.07692307692307693,-0.0737,0.0749,0.3786982248520713,0.3786982248520713
"(('C', 4), ('S', 5), ('H', 13), ('C', 14))","(('H', 3), ('H', 10), ('C', 12), ('S', 13))",0.0,0.0,0.0019,-0.0068,0.46153846153846134,0.46153846153846134
"(('D', 4), ('H', 5), ('C', 5), ('D', 11))","(('C', 2), ('H', 3), ('D', 5), ('D', 7))",0.7692307692307696,-0.7692307692307696,0.767,-0.772,0.17751479289940847,0.17751479289940847
"(('C', 3), ('D', 3), ('H', 11), ('C', 13))","(('C', 7), ('S', 8), ('S', 12), ('H', 14))",0.6923076923076925,-0.6923076923076925,0.6935,-0.6846,0.2130177514792898,0.2130177514792898
"(('H', 2), ('H', 11), ('D', 11), ('H', 12))","(('D', 2), ('C', 3), ('H', 5), ('S', 10))",0.7692307692307696,-0.7692307692307696,0.7678,-0.7745,0.1775147928994084,0.1775147928994084
"(('H', 4), ('D', 9), ('D', 12), ('C', 14))","(('H', 5), ('D', 5), ('S', 9), ('S', 12))",-0.8461538461538467,0.8461538461538467,-0.8453,0.8479,0.13017751479289943,0.13017751479289943
"(('S', 2), ('H', 6), ('C', 8), ('H', 10))","(('C', 4), ('D', 7), ('S', 10), ('S', 12))",0.0,0.0,0.0166,-0.009,0.46153846153846134,0.46153846153846134
"(('H', 5), ('C', 6), ('S', 9), ('H', 10))","(('S', 6), ('C', 7), ('D', 12), ('H', 14))",0.0,0.0,0.0001,0.0058,0.46153846153846134,0.46153846153846134
"(('D', 2), ('S', 13), ('H', 14), ('D', 14))","(('S', 3), ('S', 4), ('S', 6), ('H', 6))",0.0,0.0,0.0058,-0.0026,0.46153846153846134,0.46153846153846134
"(('C', 2), ('H', 3), ('C', 9), ('D', 13))","(('D', 3), ('C', 4), ('C', 8), ('C', 12))",0.0,0.0,-0.0029,0.0021,0.46153846153846134,0.46153846153846134
"(('C', 5), ('S', 10), ('H', 11), ('H', 12))","(('H', 4), ('D', 6), ('S', 8), ('D', 9))",0.0,0.0,-0.007,0.0075,0.6153846153846154,0.6153846153846154
"(('S', 6), ('S', 7), ('D', 12), ('D', 13))","(('D', 3), ('H', 4), ('C', 4), ('D', 9))",-0.6923076923076925,0.6923076923076925,-0.6916,0.6935,0.2130177514792898,0.2130177514792898
"(('C', 2), ('S', 7), ('D', 8), ('D', 9))","(('H', 3), ('H', 4), ('S', 4), ('H', 5))",-0.6923076923076925,0.6923076923076925,-0.6934,0.6829,0.21301775147928978,0.21301775147928978
"(('H', 7), ('C', 8), ('C', 12), ('C', 14))","(('D', 3), ('H', 3), ('S', 4), ('H', 6))",-0.6923076923076925,0.6923076923076925,-0.701,0.6855,0.2130177514792898,0.2130177514792898
"(('D', 2), ('S', 3), ('D', 10), ('S', 13))","(('S', 2), ('S', 6), ('C', 10), ('S', 14))",0.0,0.0,-0.0014,0.0086,0.3076923076923076,0.3076923076923076
"(('S', 4), ('D', 10), ('D', 12), ('S', 12))","(('D', 4), ('S', 5), ('H', 7), ('D', 14))",0.7692307692307696,-0.7692307692307696,0.7742,-0.7592,0.17751479289940836,0.17751479289940836
"(('S', 2), ('C', 7), ('H', 13), ('S', 14))","(('H', 2), ('S', 10), ('H', 10), ('D', 14))",-0.8461538461538467,0.8461538461538467,-0.8478,0.8477,0.13017751479289943,0.13017751479289943
"(('S', 3), ('S', 8), ('C', 8), ('C', 11))","(('H', 2), ('D', 5), ('H', 9), ('H', 10))",0.6923076923076925,-0.6923076923076925,0.6964,-0.691,0.21301775147928978,0.21301775147928978
"(('C', 2), ('S', 2), ('D', 3), ('H', 12))","(('H', 2), ('C', 9), ('C', 10), ('S', 13))",0.7692307692307696,-0.7692307692307696,0.7678,-0.7697,0.17751479289940839,0.17751479289940839
"(('D', 2), ('H', 7), ('H', 12), ('D', 12))","(('H', 2), ('S', 4), ('D', 6), ('S', 8))",0.7692307692307696,-0.7692307692307696,0.7699,-0.7743,0.17751479289940844,0.17751479289940844
"(('S', 4), ('D', 4), ('S', 6), ('D', 11))","(('C', 4), ('H', 7), ('C', 10), ('H', 12))",0.7692307692307696,-0.7692307692307696,0.7777,-0.7686,0.17751479289940839,0.17751479289940839
"(('C', 6), ('H', 8), ('H', 13), ('S', 14))","(('S', 5), ('S', 9), ('D', 9), ('D', 14))",-0.7692307692307696,0.7692307692307696,-0.7719,0.7703,0.17751479289940839,0.17751479289940839
"(('C', 2), ('H', 5), ('S', 11), ('C', 13))","(('D', 3), ('S', 4), ('S', 9), ('D', 10))",0.0,0.0,-0.01,0.0066,0.6153846153846154,0.6153846153846154
"(('H', 4), ('D', 9), ('D', 10), ('S', 11))","(('S', 3), ('S', 8), ('H', 9), ('C', 10))",0.0,0.0,0.0039,-0.0064,0.3076923076923076,0.3076923076923076
"(('H', 2), ('H', 4), ('C', 5), ('C', 10))","(('H', 5), ('S', 5), ('D', 8), ('D', 9))",-0.7692307692307696,0.7692307692307696,-0.7675,0.7611,0.1775147928994084,0.1775147928994084
"(('H', 2), ('D', 8), ('C', 10), ('S', 13))","(('D', 3), ('S', 7), ('S', 9), ('D', 13))",0.0,0.0,0.0051,-0.0032,0.46153846153846134,0.46153846153846134
"(('H', 2), ('C', 4), ('S', 11), ('S', 14))","(('D', 2), ('H', 6), ('S', 8), ('D', 14))",0.0,0.0,-0.001,-0.0004,0.3076923076923076,0.3076923076923076
"(('H', 4), ('D', 5), ('H', 11), ('H', 14))","(('C', 4), ('H', 6), ('C', 10), ('D', 12))",0.0,0.0,-0.0092,-0.0029,0.46153846153846134,0.46153846153846134
"(('S', 3), ('C', 8), ('D', 9), ('D', 11))","(('D', 5), ('D', 10), ('H', 11), ('S', 14))",0.0,0.0,-0.0041,-0.0123,0.46153846153846134,0.46153846153846134
"(('H', 3), ('H', 5), ('D', 7), ('C', 9))","(('H', 2), ('C', 2), ('S', 3), ('H', 11))",-0.7692307692307696,0.7692307692307696,-0.7653,0.7722,0.17751479289940844,0.17751479289940844
"(('S', 3), ('D', 3), ('C', 6), ('D', 10))","(('C', 4), ('D', 7), ('C', 12), ('D', 14))",0.6923076923076925,-0.6923076923076925,0.706,-0.6968,0.21301775147928978,0.21301775147928978
"(('D', 2), ('H', 6), ('H', 8), ('S', 10))","(('C', 4), ('S', 5), ('D', 10), ('H', 13))",0.0,0.0,0.0043,-0.0014,0.46153846153846134,0.46153846153846134
"(('S', 2), ('S', 6), ('C', 8), ('D', 12))","(('C', 2), ('S', 3), ('S', 9), ('H', 11))",0.0,0.0,0.0015,0.0094,0.46153846153846134,0.46153846153846134
"(('H', 2), ('D', 2), ('H', 3), ('S', 11))","(('D', 5), ('H', 7), ('S', 12), ('C', 12))",0.0,0.0,-0.0082,-0.0096,0.46153846153846134,0.46153846153846134
"(('C', 7), ('S', 8), ('D', 11), ('H', 14))","(('H', 2), ('H', 5), ('H', 6), ('S', 12))",0.0,0.0,0.0057,-0.0013,0.6153846153846154,0.6153846153846154
"(('H', 4), ('D', 6), ('C', 11), ('D', 14))","(('S', 6), ('H', 7), ('S', 11), ('H', 13))",0.0,0.0,-0.0008,-0.001,0.3076923076923076,0.3076923076923076
"(('H', 5), ('D', 6), ('C', 12), ('C', 13))","(('H', 4), ('H', 11), ('H', 13), ('C', 14))",0.0,0.0,-0.0082,-0.0014,0.46153846153846134,0.46153846153846134
"(('C', 3), ('S', 4), ('D', 9), ('D', 11))","(('D', 7), ('D', 10), ('S', 12), ('D', 13))",0.0,0.0,0.0121,-0.0004,0.6153846153846154,0.6153846153846154
"(('C', 4), ('S', 13), ('H', 13), ('C', 14))","(('S', 2), ('C', 5), ('H', 5), ('D', 8))",0.0,0.0,-0.0006,-0.007,0.46153846153846134,0.46153846153846134
"(('C', 2), ('S', 3), ('S', 8), ('C', 11))","(('D', 3), ('H', 5), ('C', 5), ('C', 9))",-0.7692307692307696,0.7692307692307696,-0.7698,0.7747,0.1775147928994084,0.1775147928994084
"(('D', 5), ('H', 6), ('D', 8), ('S', 10))","(('S', 3), ('D', 6), ('D', 7), ('C', 13))",0.0,0.0,0.0015,0.0057,0.46153846153846134,0.46153846153846134
"(('S', 7), ('H', 8), ('C', 8), ('S', 12))","(('D', 2), ('S', 11), ('D', 13), ('D', 14))",0.6923076923076925,-0.6923076923076925,0.6888,-0.683,0.21301775147928978,0.21301775147928978
"(('C', 4), ('S', 13), ('H', 13), ('H', 14))","(('S', 5), ('C', 6), ('S', 7), ('C', 7))",0.0,0.0,-0.003,-0.0012,0.46153846153846134,0.46153846153846134
"(('D', 4), ('D', 5), ('H', 8), ('S', 8))","(('S', 4), ('C', 6), ('D', 13), ('D', 14))",0.7692307692307696,-0.7692307692307696,0.7661,-0.7725,0.17751479289940836,0.17751479289940836
"(('S', 3), ('D', 6), ('S', 7), ('S', 9))","(('D', 3), ('D', 5), ('C', 5), ('C', 10))",-0.7692307692307696,0.7692307692307696,-0.7659,0.7623,0.17751479289940844,0.17751479289940844
"(('H', 2), ('D', 8), ('H', 11), ('C', 14))","(('C', 2), ('H', 6), ('D', 13), ('H', 14))",0.0,0.0,-0.011,0.0063,0.3076923076923076,0.3076923076923076
"(('D', 2), ('D', 3), ('H', 7), ('H', 9))","(('S', 3), ('S', 4), ('S', 10), ('H', 13))",0.0,0.0,0.0003,0.0098,0.46153846153846134,0.46153846153846134
"(('H', 3), ('D', 6), ('S', 10), ('C', 11))","(('S', 6), ('C', 7), ('H', 10), ('C', 14))",0.0,0.0,-0.0077,0.0,0.3076923076923076,0.3076923076923076
"(('D', 3), ('H', 6), ('S', 8), ('H', 8))","(('S', 2), ('S', 4), ('S', 5), ('C', 12))",0.6923076923076925,-0.6923076923076925,0.6918,-0.6903,0.21301775147928978,0.21301775147928978
"(('C', 4), ('D', 5), ('C', 11), ('S', 12))","(('S', 5), ('C', 7), ('D', 10), ('C', 13))",0.0,0.0,0.0088,0.0067,0.46153846153846134,0.46153846153846134
"(('S', 2), ('C', 2), ('C', 11), ('H', 13))","(('H', 2), ('H', 11), ('S', 13), ('D', 14))",0.9230769230769238,-0.9230769230769238,0.9225,-0.9257,0.07100591715976337,0.07100591715976337
"(('S', 3), ('S', 5), ('C', 10), ('C', 11))","(('H', 2), ('C', 6), ('C', 7), ('D', 12))",0.0,0.0,0.0025,-0.004,0.6153846153846154,0.6153846153846154
"(('H', 2), ('D', 8), ('H', 9), ('S', 10))","(('C', 3), ('H', 8), ('S', 13), ('H', 14))",0.0,0.0,0.0021,-0.0076,0.46153846153846134,0.46153846153846134
"(('S', 3), ('D', 4), ('D', 6), ('H', 7))","(('S', 2), ('S', 7), ('D', 7), ('C', 7))",-0.8461538461538467,0.8461538461538467,-0.8522,0.8518,0.2840236686390533,0.2840236686390533
"(('D', 2), ('D', 6), ('D', 7), ('D', 11))","(('D', 4), ('D', 5), ('D', 8), ('D', 13))",0.0,0.0,-0.0054,-0.0035,0.46153846153846134,0.46153846153846134
"(('H', 3), ('S', 7), ('C', 8), ('D', 11))","(('S', 8), ('C', 12), ('C', 14), ('H', 14))",-0.7692307692307696,0.7692307692307696,-0.7711,0.7604,0.1775147928994084,0.1775147928994084
"(('H', 7), ('S', 7), ('C', 11), ('H', 13))","(('D', 4), ('D', 5), ('C', 13), ('S', 14))",0.7692307692307696,-0.7692307692307696,0.7709,-0.7726,0.17751479289940836,0.17751479289940836
"(('C', 4), ('C', 8), ('H', 13), ('H', 14))","(('S', 6), ('S', 9), ('D', 9), ('C', 14))",-0.7692307692307696,0.7692307692307696,-0.7661,0.7674,0.17751479289940839,0.17751479289940839
"(('H', 4), ('D', 10), ('C', 13), ('C', 14))","(('D', 4), ('D', 8), ('C', 12), ('H', 14))",0.0,0.0,-0.0063,-0.0041,0.3076923076923076,0.3076923076923076
"(('C', 7), ('D', 7), ('H', 9), ('D', 11))","(('H', 6), ('S', 11), ('D', 13), ('D', 14))",0.7692307692307696,-0.7692307692307696,0.7702,-0.7735,0.17751479289940836,0.17751479289940836
"(('H', 4), ('D', 7), ('S', 12), ('H', 14))","(('D', 8), ('S', 9), ('H', 9), ('C', 11))",-0.6923076923076925,0.6923076923076925,-0.688,0.6941,0.21301775147928978,0.21301775147928978
"(('S', 3), ('H', 3), ('H', 4), ('S', 6))","(('D', 6), ('D', 9), ('S', 12), ('C', 13))",0.7692307692307696,-0.7692307692307696,0.7603,-0.769,0.17751479289940839,0.17751479289940839
"(('H', 2), ('S', 2), ('D', 3), ('C', 7))","(('C', 2), ('C', 3), ('D', 6), ('C', 10))",0.8461538461538467,-0.8461538461538467,0.8462,-0.8457,0.13017751479289943,0.13017751479289943
"(('S', 6), ('C', 8), ('D', 10), ('C', 14))","(('C', 6), ('S', 8), ('C', 10), ('C', 11))",0.0,0.0,0.0,0.0023,0.15384615384615385,0.15384615384615385
"(('C', 3), ('S', 3), ('H', 7), ('S', 11))","(('D', 3), ('C', 8), ('S', 10), ('C', 14))",0.7692307692307696,-0.7692307692307696,0.7699,-0.7702,0.17751479289940836,0.17751479289940836
"(('C', 5), ('H', 6), ('S', 13), ('H', 13))","(('S', 6), ('C', 10), ('C', 11), ('C', 12))",0.7692307692307696,-0.7692307692307696,0.7758,-0.7693,0.17751479289940839,0.17751479289940839
"(('S', 7), ('C', 8), ('S', 9), ('S', 14))","(('H', 2), ('S', 3), ('D', 6), ('D', 10))",0.0,0.0,0.0089,0.0001,0.6153846153846154,0.6153846153846154
"(('D', 2), ('S', 3), ('H', 3), ('S', 8))","(('S', 5), ('H', 10), ('S', 11), ('S', 12))",0.6923076923076925,-0.6923076923076925,0.6909,-0.6978,0.2130177514792898,0.2130177514792898
"(('D', 2), ('D', 3), ('C', 4), ('D', 9))","(('C', 7), ('S', 13), ('H', 14), ('C', 14))",-0.6923076923076925,0.6923076923076925,-0.6969,0.6892,0.21301775147928978,0.21301775147928978
"(('S', 2), ('D', 4), ('H', 12), ('D', 12))","(('H', 8), ('S', 8), ('C', 9), ('D', 10))",0.0,0.0,-0.0152,0.0043,0.46153846153846134,0.46153846153846134
"(('S', 4), ('D', 5), ('H', 7), ('D', 14))","(('S', 5), ('H', 6), ('S', 12), ('C', 14))",0.0,0.0,0.011,-0.0011,0.3076923076923076,0.3076923076923076
"(('D', 6), ('C', 11), ('C', 12), ('S', 13))","(('D', 7), ('D', 13), ('S', 14), ('D', 14))",-0.7692307692307696,0.7692307692307696,-0.7755,0.7714,0.17751479289940839,0.17751479289940839
"(('D', 3), ('H', 4), ('C', 9), ('C', 11))","(('S', 3), ('H', 6), ('S', 12), ('H', 14))",0.0,0.0,-0.0044,0.0051,0.46153846153846134,0.46153846153846134
"(('H', 2), ('H', 4), ('C', 10), ('C', 12))","(('S', 5), ('C', 6), ('S', 11), ('S', 14))",0.0,0.0,0.0052,0.003,0.6153846153846154,0.6153846153846154
"(('H', 3), ('D', 9), ('C', 10), ('C', 11))","(('H', 4), ('C', 5), ('H', 9), ('S', 10))",0.0,0.0,0.0034,-0.0036,0.3076923076923076,0.3076923076923076
"(('H', 3), ('S', 6), ('H', 13), ('C', 14))","(('D', 3), ('H', 6), ('C', 7), ('C', 9))",0.0,0.0,-0.0003,-0.0029,0.3076923076923076,0.3076923076923076
"(('D', 7), ('D', 9), ('C', 9), ('H', 10))","(('S', 8), ('S', 11), ('D', 14), ('H', 14))",0.0,0.0,-0.0006,0.0075,0.46153846153846134,0.46153846153846134
"(('C', 9), ('C', 11), ('H', 12), ('H', 13))","(('H', 2), ('D', 5), ('H', 7), ('H', 9))",0.07692307692307693,-0.07692307692307693,0.0817,-0.07,0.5325443786982251,0.5325443786982251
"(('S', 9), ('S', 10), ('H', 11), ('D', 12))","(('C', 4), ('H', 6), ('D', 10), ('S', 14))",0.15384615384615385,-0.15384615384615385,0.1584,-0.1468,0.591715976331361,0.591715976331361
"(('C', 7), ('H', 7), ('D', 8), ('C', 13))","(('S', 3), ('C', 4), ('S', 9), ('H', 10))",0.6923076923076925,-0.6923076923076925,0.6995,-0.7013,0.21301775147928978,0.21301775147928978
"(('H', 2), ('H', 3), ('S', 9), ('S', 14))","(('S', 2), ('C', 4), ('C', 13), ('D', 13))",-0.7692307692307696,0.7692307692307696,-0.7689,0.7606,0.17751479289940839,0.17751479289940839
"(('D', 2), ('C', 3), ('H', 3), ('S', 11))","(('S', 5), ('D', 6), ('C', 9), ('S', 13))",0.6923076923076925,-0.6923076923076925,0.6933,-0.6903,0.2130177514792898,0.2130177514792898
"(('C', 2), ('S', 6), ('C', 7), ('C', 8))","(('H', 7), ('C', 12), ('D', 13), ('C', 13))",-0.7692307692307696,0.7692307692307696,-0.7682,0.7642,0.17751479289940844,0.17751479289940844
"(('D', 2), ('H', 3), ('H', 7), ('S', 10))","(('H', 2), ('C', 3), ('H', 10), ('D', 13))",0.0,0.0,0.0049,0.0028,0.15384615384615385,0.15384615384615385
"(('S', 3), ('D', 6), ('D', 12), ('H', 13))","(('D', 4), ('H', 6), ('S', 10), ('S', 11))",0.0,0.0,0.0002,0.005,0.46153846153846134,0.46153846153846134
"(('S', 6), ('S', 7), ('S', 9), ('H', 10))","(('H', 4), ('C', 4), ('H', 8), ('D', 13))",-0.5384615384615383,0.5384615384615383,-0.5318,0.5323,0.40236686390532517,0.40236686390532517
"(('D', 5), ('H', 5), ('S', 10), ('H', 11))","(('D', 3), ('H', 6), ('S', 8), ('S', 12))",0.6923076923076925,-0.6923076923076925,0.6899,-0.6999,0.21301775147928978,0.21301775147928978
"(('C', 6), ('D', 13), ('C', 13), ('H', 14))","(('D', 4), ('H', 5), ('S', 6), ('D', 8))",0.6153846153846154,-0.6153846153846154,0.6244,-0.6179,0.3905325443786984,0.3905325443786984
"(('D', 3), ('H', 5), ('C', 6), ('H', 10))","(('C', 2), ('S', 6), ('H', 7), ('D', 11))",0.0,0.0,0.0079,0.0013,0.46153846153846134,0.46153846153846134
"(('D', 6), ('H', 11), ('D', 11), ('S', 12))","(('D', 2), ('C', 2), ('H', 4), ('S', 8))",0.0,0.0,-0.0093,-0.0033,0.46153846153846134,0.46153846153846134
"(('C', 4), ('H', 11), ('H', 12), ('D', 13))","(('C', 3), ('S', 5), ('C', 12), ('S', 14))",0.0,0.0,-0.0063,-0.0095,0.46153846153846134,0.46153846153846134
"(('C', 6), ('H', 7), ('H', 11), ('S', 14))","(('C', 3), ('D', 6), ('D', 10), ('D', 11))",0.0,0.0,-0.0019,-0.0091,0.3076923076923076,0.3076923076923076
"(('D', 3), ('D', 5), ('C', 6), ('S', 8))","(('D', 4), ('S', 9), ('S', 12), ('D', 14))",0.0,0.0,0.0073,0.02,0.6153846153846154,0.6153846153846154
"(('D', 5), ('S', 7), ('D', 7), ('S', 9))","(('S', 2), ('H', 3), ('H', 5), ('C', 6))",0.6153846153846154,-0.6153846153846154,0.6129,-0.6237,0.3905325443786984,0.3905325443786984
"(('S', 2), ('C', 9), ('C', 10), ('D', 10))","(('C', 2), ('S', 4), ('H', 8), ('C', 13))",0.7692307692307696,-0.7692307692307696,0.7751,-0.7702,0.17751479289940839,0.17751479289940839
"(('H', 2), ('C', 3), ('H', 10), ('S', 12))","(('S', 2), ('D', 7), ('D', 8), ('S', 11))",0.0,0.0,-0.0136,-0.0032,0.46153846153846134,0.46153846153846134
"(('H', 3), ('H', 5), ('D', 10), ('S', 12))","(('C', 4), ('S', 4), ('D', 9), ('S', 14))",-0.6923076923076925,0.6923076923076925,-0.6944,0.6939,0.21301775147928978,0.21301775147928978
"(('C', 4), ('C', 8), ('H', 10), ('D', 12))","(('S', 9), ('D', 10), ('D', 11), ('C', 11))",-0.7692307692307696,0.7692307692307696,-0.7681,0.7714,0.17751479289940839,0.17751479289940839
"(('C', 9), ('D', 10), ('H', 11), ('D', 12))","(('D', 6), ('C', 8), ('S', 9), ('H', 10))",0.15384615384615385,-0.15384615384615385,0.1488,-0.1478,0.43786982248520717,0.43786982248520717
"(('D', 2), ('H', 8), ('C', 9), ('H', 11))","(('H', 2), ('H', 5), ('C', 6), ('D', 9))",0.0,0.0,0.0033,-0.001,0.3076923076923076,0.3076923076923076
"(('H', 3), ('S', 3), ('S', 4), ('D', 6))","(('H', 6), ('D', 8), ('S', 11), ('H', 14))",0.7692307692307696,-0.7692307692307696,0.7706,-0.7689,0.17751479289940836,0.17751479289940836
"(('C', 2), ('C', 4), ('S', 9), ('C', 10))","(('H', 2), ('H', 3), ('S', 6), ('D', 10))",0.0,0.0,-0.0069,-0.0018,0.3076923076923076,0.3076923076923076
"(('C', 2), ('S', 2), ('S', 3), ('C', 8))","(('H', 6), ('S', 9), ('C', 11), ('H', 12))",0.6923076923076925,-0.6923076923076925,0.6849,-0.6914,0.2130177514792898,0.2130177514792898
"(('H', 5), ('H', 9), ('C', 11), ('S', 14))","(('C', 4), ('S', 8), ('C', 12), ('H', 13))",0.0,0.0,0.0086,0.0031,0.6153846153846154,0.6153846153846154
"(('S', 6), ('H', 6), ('H', 9), ('D', 13))","(('D', 2), ('H', 4), ('D', 11), ('H', 14))",0.6923076923076925,-0.6923076923076925,0.6993,-0.6874,0.21301775147928978,0.21301775147928978
"(('S', 2), ('C', 3), ('D', 13), ('H', 14))","(('H', 2), ('D', 3), ('D', 6), ('H', 13))",0.0,0.0,0.0014,0.0046,0.15384615384615385,0.15384615384615385
"(('H', 7), ('H', 8), ('C', 9), ('D', 13))","(('S', 4), ('H', 4), ('S', 9), ('H', 10))",-0.7692307692307696,0.7692307692307696,-0.7664,0.7752,0.17751479289940839,0.17751479289940839
"(('S', 7), ('S', 12), ('D', 13), ('C', 14))","(('S', 3), ('C', 7), ('C', 10), ('D', 11))",0.0,0.0,0.0115,0.0034,0.46153846153846134,0.46153846153846134
"(('H', 9), ('D', 9), ('C', 10), ('H', 10))","(('C', 2), ('H', 3), ('C', 8), ('S', 13))",1.0000000000000009,-1.0000000000000009,1.0,-1.0,7.888609052210125e-31,7.888609052210125e-31
"(('S', 3), ('C', 8), ('C', 9), ('H', 9))","(('D', 3), ('S', 4), ('H', 7), ('D', 8))",0.8461538461538467,-0.8461538461538467,0.8441,-0.8453,0.13017751479289943,0.13017751479289943
"(('D', 5), ('D', 8), ('S', 9), ('S', 11))","(('D', 4), ('H', 5), ('C', 7), ('D', 11))",0.0,0.0,-0.0019,-0.0012,0.3076923076923076,0.3076923076923076
"(('D', 2), ('D', 4), ('D', 8), ('H', 9))","(('H', 2), ('H', 5), ('C', 7), ('D', 7))",-0.7692307692307696,0.7692307692307696,-0.7735,0.769,0.17751479289940844,0.17751479289940844
"(('S', 5), ('C', 5), ('H', 10), ('C', 12))","(('S', 8), ('H', 11), ('D', 12), ('S', 14))",0.7692307692307696,-0.7692307692307696,0.7687,-0.7725,0.17751479289940836,0.17751479289940836
"(('S', 3), ('H', 3), ('S', 7), ('S', 12))","(('D', 4), ('S', 6), ('C', 8), ('C', 14))",0.6923076923076925,-0.6923076923076925,0.6964,-0.693,0.21301775147928978,0.21301775147928978
"(('S', 2), ('C', 2), ('S', 6), ('C', 14))","(('C', 5), ('H', 8), ('C', 13), ('S', 13))",0.0,0.0,-0.0043,-0.0015,0.46153846153846134,0.46153846153846134
"(('H', 6), ('S', 8), ('H', 9), ('H', 11))","(('S', 3), ('H', 7), ('C', 11), ('D', 14))",0.0,0.0,0.0045,-0.0042,0.46153846153846134,0.46153846153846134
"(('D', 4), ('H', 4), ('D', 10), ('C', 12))","(('H', 7), ('C', 8), ('H', 8), ('H', 10))",0.0,0.0,0.0019,0.0052,0.3076923076923076,0.3076923076923076
"(('H', 2), ('D', 5), ('H', 8), ('S', 14))","(('S', 4), ('H', 5), ('C', 6), ('H', 9))",0.0,0.0,-0.0073,0.0086,0.46153846153846134,0.46153846153846134
"(('H', 2), ('H', 3), ('D', 4), ('H', 8))","(('S', 4), ('C', 5), ('D', 11), ('H', 14))",0.0,0.0,0.0039,-0.0021,0.46153846153846134,0.46153846153846134
"(('D', 6), ('D', 7), ('C', 10), ('D', 14))","(('C', 2), ('H', 8), ('H', 9), ('H', 11))",0.0,0.0,-0.0054,0.0034,0.6153846153846154,0.6153846153846154
"(('S', 3), ('D', 10), ('S', 12), ('D', 12))","(('H', 2), ('S', 10), ('H', 11), ('D', 13))",0.7692307692307696,-0.7692307692307696,0.7732,-0.7651,0.17751479289940839,0.17751479289940839
"(('D', 3), ('C', 9), ('S', 12), ('S', 13))","(('S', 3), ('C', 8), ('S', 9), ('H', 13))",0.0,0.0,0.0036,-0.004,0.15384615384615385,0.15384615384615385
"(('D', 4), ('H', 5), ('H', 9), ('C', 13))","(('C', 4), ('S', 6), ('C', 12), ('C', 14))",0.0,0.0,-0.0037,-0.0037,0.46153846153846134,0.46153846153846134
"(('C', 4), ('C', 7), ('D', 8), ('C', 13))","(('C', 2), ('C', 10), ('D', 11), ('C', 12))",0.0,0.0,-0.0054,0.0073,0.6153846153846154,0.6153846153846154
"(('D', 8), ('S', 9), ('H', 10), ('C', 11))","(('S', 5), ('C', 5), ('D', 12), ('C', 13))",-0.38461538461538447,0.38461538461538447,-0.3777,0.3766,0.5443786982248524,0.5443786982248524
"(('H', 2), ('S', 7), ('C', 9), ('C', 10))","(('S', 3), ('D', 6), ('S', 8), ('H', 13))",0.0,0.0,-0.0007,-0.0003,0.6153846153846154,0.6153846153846154
"(('S', 4), ('D', 5), ('C', 10), ('C', 14))","(('H', 4), ('H', 5), ('C', 7), ('C', 13))",0.0,0.0,0.0049,-0.0002,0.3076923076923076,0.3076923076923076
"(('S', 7), ('S', 9), ('D', 11), ('C', 14))","(('H', 5), ('D', 5), ('C', 8), ('S', 13))",-0.6923076923076925,0.6923076923076925,-0.694,0.6903,0.2130177514792898,0.2130177514792898
"(('H', 5), ('S', 12), ('D', 13), ('D', 14))","(('C', 5), ('D', 5), ('C', 10), ('S', 11))",-0.7692307692307696,0.7692307692307696,-0.7699,0.7651,0.17751479289940836,0.17751479289940836
"(('C', 4), ('C', 8), ('C', 9), ('S', 11))","(('D', 5), ('S', 8), ('H', 10), ('H', 14))",0.0,0.0,-0.001,0.0054,0.46153846153846134,0.46153846153846134
