hand_p1,hand_p2,E[p1],E[p2],emp_p1,emp_p2,VAR[p1],VAR[p2]
"(('S', 3), ('H', 10), ('C', 12), ('D', 14))","(('C', 7), ('H', 8), ('H', 9), ('H', 12))",0.0,0.0,-0.0022,0.0116,0.46153846153846134,0.46153846153846134
"(('S', 3), ('H', 3), ('C', 7), ('C', 11))","(('D', 8), ('C', 9), ('D', 10), ('C', 12))",0.5384615384615383,-0.5384615384615383,0.5517,-0.5419,0.40236686390532517,0.40236686390532517
"(('C', 7), ('S', 9), ('D', 10), ('H', 12))","(('D', 6), ('D', 7), ('S', 7), ('C', 13))",-0.7692307692307696,0.7692307692307696,-0.7726,0.7709,0.17751479289940839,0.17751479289940839
"(('H', 4), ('C', 4), ('C', 9), ('S', 13))","(('D', 4), ('S', 4), ('S', 12), ('D', 13))",0.0,0.0,-0.0052,0.0,0.15384615384615385,0.15384615384615385
"(('H', 9), ('S', 11), ('H', 13), ('S', 14))","(('C', 5), ('H', 8), ('S', 8), ('S', 13))",-0.7692307692307696,0.7692307692307696,-0.7706,0.7648,0.17751479289940836,0.17751479289940836
"(('C', 7), ('H', 8), ('D', 11), ('H', 11))","(('S', 5), ('D', 9), ('S', 10), ('C', 13))",0.6923076923076925,-0.6923076923076925,0.6962,-0.6909,0.2130177514792898,0.2130177514792898
"(('D', 5), ('S', 8), ('C', 13), ('H', 14))","(('H', 5), ('S', 10), ('H', 13), ('S', 14))",0.0,0.0,0.0016,-0.0068,0.15384615384615385,0.15384615384615385
"(('D', 2), ('S', 3), ('D', 6), ('S', 13))","(('D', 4), ('D', 11), ('S', 12), ('C', 13))",0.0,0.0,0.002,0.0028,0.46153846153846134,0.46153846153846134
"(('D', 6), ('S', 9), ('D', 11), ('H', 14))","(('C', 7), ('D', 7), ('D', 10), ('S', 12))",-0.6923076923076925,0.6923076923076925,-0.6958,0.686,0.2130177514792898,0.2130177514792898
"(('D', 3), ('D', 4), ('S', 5), ('H', 12))","(('S', 3), ('C', 5), ('D', 5), ('D', 9))",-0.8461538461538467,0.8461538461538467,-0.8429,0.8437,0.13017751479289943,0.13017751479289943
"(('C', 3), ('C', 7), ('D', 7), ('C', 12))","(('C', 4), ('H', 4), ('D', 8), ('S', 13))",0.0,0.0,-0.0014,-0.0076,0.46153846153846134,0.46153846153846134
"(('H', 4), ('C', 5), ('D', 8), ('S', 13))","(('H', 3), ('S', 6), ('C', 9), ('S', 10))",0.0,0.0,0.0064,-0.0004,0.6153846153846154,0.6153846153846154
"(('S', 2), ('S', 3), ('H', 8), ('H', 10))","(('C', 4), ('S', 6), ('C', 6), ('D', 10))",-0.7692307692307696,0.7692307692307696,-0.7696,0.7748,0.17751479289940844,0.17751479289940844
"(('D', 3), ('H', 6), ('D', 8), ('D', 9))","(('H', 3), ('C', 4), ('S', 9), ('D', 14))",0.0,0.0,-0.0035,-0.0065,0.3076923076923076,0.3076923076923076
"(('C', 9), ('S', 10), ('D', 14), ('S', 14))","(('S', 2), ('C', 5), ('S', 8), ('H', 13))",0.6923076923076925,-0.6923076923076925,0.6856,-0.6972,0.21301775147928978,0.21301775147928978
"(('H', 9), ('D', 9), ('C', 10), ('D', 10))","(('S', 2), ('H', 4), ('S', 6), ('S', 13))",1.0000000000000009,-1.0000000000000009,1.0,-1.0,7.888609052210125e-31,7.888609052210125e-31
"(('S', 2), ('H', 4), ('H', 5), ('D', 6))","(('S', 4), ('S', 9), ('S', 12), ('D', 13))",0.07692307692307694,-0.07692307692307694,0.0835,-0.0707,0.5325443786982249,0.5325443786982249
"(('H', 2), ('C', 3), ('D', 10), ('D', 13))","(('H', 3), ('S', 3), ('S', 8), ('D', 8))",-1.0000000000000009,1.0000000000000009,-1.0,1.0,7.888609052210125e-31,7.888609052210125e-31
"(('C', 2), ('S', 5), ('H', 12), ('C', 14))","(('H', 2), ('C', 7), ('H', 9), ('D', 11))",0.0,0.0,0.003,0.0051,0.46153846153846134,0.46153846153846134
"(('C', 3), ('D', 11), ('C', 11), ('H', 14))","(('H', 4), ('C', 6), ('D', 12), ('C', 14))",0.7692307692307696,-0.7692307692307696,0.7667,-0.7662,0.17751479289940839,0.17751479289940839
"(('C', 3), ('D', 9), ('C', 12), ('S', 13))","(('S', 2), ('H', 8), ('H', 11), ('C', 13))",0.0,0.0,-0.0072,-0.0048,0.46153846153846134,0.46153846153846134
"(('C', 2), ('D', 12), ('S', 12), ('C', 13))","(('C', 4), ('D', 7), ('C', 8), ('H', 10))",0.6923076923076925,-0.6923076923076925,0.6941,-0.6906,0.21301775147928978,0.21301775147928978
"(('S', 2), ('S', 3), ('D', 5), ('S', 14))","(('S', 6), ('S', 10), ('H', 11), ('S', 11))",-0.6923076923076925,0.6923076923076925,-0.6955,0.686,0.21301775147928978,0.21301775147928978
"(('S', 2), ('C', 5), ('C', 6), ('C', 14))","(('D', 2), ('D', 12), ('S', 13), ('D', 14))",0.0,0.0,-0.0021,-0.0026,0.3076923076923076,0.3076923076923076
"(('S', 4), ('D', 7), ('C', 9), ('D', 14))","(('H', 2), ('C', 3), ('C', 7), ('H', 13))",0.0,0.0,-0.0059,-0.0038,0.46153846153846134,0.46153846153846134
"(('C', 4), ('S', 7), ('H', 8), ('H', 13))","(('C', 7), ('H', 10), ('D', 13), ('H', 14))",0.0,0.0,-0.0059,0.0034,0.3076923076923076,0.3076923076923076
"(('H', 2), ('D', 9), ('S', 12), ('H', 14))","(('C', 4), ('C', 5), ('C', 11), ('C', 13))",-0.24999999999999994,0.24999999999999994,-0.2321,0.2473,0.6490384615384617,0.6490384615384617
"(('D', 3), ('H', 4), ('S', 4), ('S', 9))","(('D', 5), ('D', 7), ('C', 8), ('S', 13))",0.6923076923076925,-0.6923076923076925,0.6927,-0.6947,0.2130177514792898,0.2130177514792898
"(('C', 4), ('D', 7), ('C', 10), ('S', 14))","(('D', 3), ('C', 7), ('H', 10), ('C', 14))",0.0,0.0,-0.0057,-0.0012,0.15384615384615385,0.15384615384615385
"(('D', 4), ('S', 7), ('C', 7), ('C', 14))","(('H', 3), ('H', 4), ('H', 6), ('S', 14))",0.8461538461538467,-0.8461538461538467,0.8498,-0.8501,0.13017751479289943,0.13017751479289943
"(('C', 2), ('H', 7), ('H', 14), ('C', 14))","(('H', 6), ('C', 7), ('H', 10), ('H', 13))",0.7692307692307696,-0.7692307692307696,0.7662,-0.7698,0.17751479289940839,0.17751479289940839
"(('D', 3), ('C', 8), ('H', 9), ('C', 12))","(('C', 3), ('S', 3), ('D', 11), ('D', 13))",-0.7692307692307696,0.7692307692307696,-0.7699,0.7707,0.17751479289940839,0.17751479289940839
"(('S', 2), ('D', 2), ('C', 3), ('D', 5))","(('S', 8), ('D', 8), ('C', 13), ('D', 14))",0.0,0.0,0.0069,0.0043,0.46153846153846134,0.46153846153846134
"(('H', 3), ('D', 7), ('S', 8), ('S', 11))","(('S', 2), ('D', 5), ('H', 6), ('C', 8))",0.0,0.0,-0.0005,-0.0112,0.46153846153846134,0.46153846153846134
"(('D', 3), ('D', 5), ('H', 12), ('D', 12))","(('C', 2), ('C', 6), ('H', 13), ('D', 13))",0.0,0.0,-0.0016,-0.0074,0.46153846153846134,0.46153846153846134
"(('S', 3), ('H', 5), ('S', 10), ('H', 14))","(('H', 4), ('C', 5), ('S', 13), ('S', 14))",0.0,0.0,0.0017,-0.0027,0.3076923076923076,0.3076923076923076
"(('C', 10), ('S', 10), ('H', 12), ('H', 14))","(('C', 6), ('S', 8), ('H', 9), ('S', 14))",0.7692307692307696,-0.7692307692307696,0.7651,-0.7702,0.17751479289940844,0.17751479289940844
"(('D', 7), ('H', 7), ('H', 10), ('S', 10))","(('C', 4), ('H', 4), ('S', 7), ('H', 12))",0.7692307692307696,-0.7692307692307696,0.7712,-0.7664,0.3313609467455625,0.3313609467455625
"(('C', 3), ('H', 7), ('C', 11), ('C', 13))","(('H', 6), ('C', 7), ('C', 10), ('D', 11))",0.0,0.0,-0.0019,0.008,0.3076923076923076,0.3076923076923076
"(('C', 5), ('H', 5), ('S', 7), ('S', 11))","(('S', 2), ('D', 5), ('C', 7), ('S', 10))",0.8461538461538467,-0.8461538461538467,0.8432,-0.8471,0.13017751479289943,0.13017751479289943
"(('C', 3), ('D', 3), ('D', 13), ('S', 14))","(('S', 2), ('D', 5), ('D', 8), ('S', 12))",0.6923076923076925,-0.6923076923076925,0.6991,-0.6939,0.21301775147928978,0.21301775147928978
"(('H', 2), ('H', 6), ('D', 9), ('D', 11))","(('H', 5), ('H', 11), ('C', 11), ('D', 13))",-0.7692307692307696,0.7692307692307696,-0.7655,0.7694,0.17751479289940844,0.17751479289940844
"(('H', 4), ('C', 5), ('S', 5), ('C', 9))","(('D', 2), ('H', 2), ('D', 4), ('C', 14))",0.0,0.0,-0.0042,0.0076,0.3076923076923076,0.3076923076923076
"(('S', 4), ('S', 7), ('S', 12), ('C', 13))","(('H', 5), ('D', 6), ('C', 7), ('H', 8))",-0.23076923076923073,0.23076923076923073,-0.2222,0.2414,0.4852071005917162,0.4852071005917162
"(('S', 4), ('H', 7), ('S', 10), ('H', 13))","(('H', 4), ('C', 6), ('S', 9), ('C', 14))",0.0,0.0,-0.0062,-0.0003,0.46153846153846134,0.46153846153846134
"(('C', 6), ('D', 7), ('D', 12), ('S', 13))","(('S', 7), ('C', 11), ('D', 13), ('H', 14))",0.0,0.0,0.0069,-0.0016,0.3076923076923076,0.3076923076923076
"(('C', 2), ('C', 3), ('D', 5), ('C', 11))","(('H', 3), ('C', 5), ('S', 6), ('C', 14))",0.0,0.0,0.0013,-0.0013,0.3076923076923076,0.3076923076923076
"(('C', 3), ('S', 4), ('H', 10), ('D', 13))","(('H', 2), ('H', 4), ('C', 10), ('C', 11))",0.0,0.0,-0.0063,0.001,0.3076923076923076,0.3076923076923076
"(('H', 2), ('H', 7), ('S', 8), ('C', 11))","(('H', 3), ('S', 12), ('C', 14), ('S', 14))",-0.6923076923076925,0.6923076923076925,-0.6959,0.6892,0.21301775147928978,0.21301775147928978
"(('D', 2), ('C', 5), ('H', 11), ('H', 13))","(('C', 2), ('C', 7), ('H', 8), ('S', 10))",0.0,0.0,-0.0096,-0.0063,0.46153846153846134,0.46153846153846134
"(('S', 7), ('H', 12), ('H', 13), ('D', 13))","(('D', 2), ('S', 3), ('H', 3), ('D', 6))",0.0,0.0,-0.008,-0.0039,0.46153846153846134,0.46153846153846134
"(('D', 5), ('H', 12), ('D', 13), ('S', 14))","(('S', 3), ('C', 4), ('S', 5), ('C', 8))",0.0,0.0,0.005,-0.0088,0.46153846153846134,0.46153846153846134
"(('H', 3), ('C', 5), ('H', 5), ('C', 12))","(('S', 5), ('H', 7), ('S', 12), ('C', 13))",0.8461538461538467,-0.8461538461538467,0.8439,-0.8454,0.13017751479289943,0.13017751479289943
"(('D', 2), ('C', 6), ('C', 8), ('S', 13))","(('H', 4), ('S', 7), ('C', 9), ('H', 10))",0.0,0.0,0.0122,-0.0036,0.6153846153846154,0.6153846153846154
"(('D', 4), ('H', 6), ('S', 8), ('D', 9))","(('D', 3), ('C', 6), ('C', 7), ('S', 13))",0.0,0.0,-0.0045,0.0086,0.46153846153846134,0.46153846153846134
"(('H', 3), ('H', 4), ('C', 5), ('H', 12))","(('S', 2), ('D', 8), ('S', 8), ('S', 10))",-0.6923076923076925,0.6923076923076925,-0.697,0.6969,0.21301775147928978,0.21301775147928978
"(('D', 6), ('H', 8), ('D', 11), ('S', 11))","(('S', 3), ('H', 7), ('H', 12), ('S', 12))",0.0,0.0,-0.0034,0.0036,0.46153846153846134,0.46153846153846134
"(('C', 5), ('H', 8), ('C', 10), ('C', 14))","(('H', 5), ('S', 5), ('C', 11), ('H', 14))",-0.8461538461538467,0.8461538461538467,-0.8463,0.8461,0.13017751479289943,0.13017751479289943
"(('C', 6), ('D', 8), ('C', 12), ('C', 14))","(('H', 7), ('D', 10), ('H', 11), ('H', 12))",0.0,0.0,-0.0029,-0.0005,0.46153846153846134,0.46153846153846134
"(('S', 3), ('H', 11), ('D', 11), ('D', 14))","(('S', 9), ('D', 10), ('D', 13), ('S', 13))",0.0,0.0,-0.0003,0.0001,0.46153846153846134,0.46153846153846134
"(('C', 2), ('C', 6), ('H', 13), ('D', 14))","(('S', 3), ('D', 3), ('D', 4), ('C', 5))",-0.6923076923076925,0.6923076923076925,-0.6994,0.6905,0.21301775147928978,0.21301775147928978
"(('D', 7), ('S', 10), ('H', 10), ('H', 14))","(('D', 3), ('C', 4), ('D', 8), ('D', 10))",0.7692307692307696,-0.7692307692307696,0.7621,-0.7659,0.17751479289940844,0.17751479289940844
"(('C', 5), ('H', 10), ('S', 12), ('C', 13))","(('S', 3), ('S', 13), ('D', 14), ('C', 14))",-0.7692307692307696,0.7692307692307696,-0.7683,0.7666,0.17751479289940839,0.17751479289940839
"(('D', 2), ('H', 8), ('H', 13), ('D', 13))","(('S', 7), ('D', 8), ('S', 9), ('C', 11))",0.6153846153846154,-0.6153846153846154,0.6201,-0.6138,0.3905325443786984,0.3905325443786984
"(('H', 5), ('C', 6), ('H', 9), ('D', 14))","(('D', 3), ('C', 5), ('H', 7), ('S', 10))",0.0,0.0,-0.0079,0.0134,0.46153846153846134,0.46153846153846134
"(('H', 3), ('D', 6), ('C', 6), ('D', 10))","(('D', 8), ('S', 9), ('S', 11), ('D', 11))",0.0,0.0,-0.0032,-0.0094,0.46153846153846134,0.46153846153846134
"(('C', 4), ('D', 5), ('S', 8), ('S', 12))","(('S', 2), ('D', 3), ('D', 4), ('S', 13))",0.0,0.0,0.0067,-0.0029,0.46153846153846134,0.46153846153846134
"(('D', 3), ('S', 12), ('D', 13), ('C', 14))","(('S', 4), ('H', 5), ('H', 12), ('C', 12))",-0.7692307692307696,0.7692307692307696,-0.7647,0.7717,0.17751479289940839,0.17751479289940839
"(('S', 3), ('C', 7), ('D', 9), ('D', 13))","(('D', 2), ('S', 10), ('H', 12), ('S', 14))",0.0,0.0,0.0031,0.0078,0.6153846153846154,0.6153846153846154
"(('S', 2), ('S', 5), ('H', 8), ('H', 11))","(('C', 2), ('D', 5), ('C', 6), ('S', 13))",0.0,0.0,-0.0123,-0.0057,0.3076923076923076,0.3076923076923076
"(('D', 2), ('H', 2), ('C', 12), ('S', 13))","(('H', 6), ('H', 7), ('D', 11), ('H', 14))",0.6923076923076925,-0.6923076923076925,0.6936,-0.6929,0.2130177514792898,0.2130177514792898
"(('D', 2), ('S', 4), ('D', 8), ('H', 9))","(('S', 2), ('D', 6), ('H', 8), ('H', 11))",0.0,0.0,-0.0103,-0.0044,0.3076923076923076,0.3076923076923076
"(('S', 3), ('H', 3), ('S', 4), ('D', 11))","(('S', 7), ('H', 10), ('H', 12), ('D', 14))",0.6923076923076925,-0.6923076923076925,0.6979,-0.6938,0.2130177514792898,0.2130177514792898
"(('D', 2), ('S', 7), ('S', 9), ('C', 9))","(('C', 4), ('D', 4), ('H', 6), ('S', 14))",0.0,0.0,-0.0065,0.0007,0.46153846153846134,0.46153846153846134
"(('S', 2), ('D', 11), ('C', 14), ('S', 14))","(('D', 4), ('C', 5), ('S', 6), ('S', 7))",0.38461538461538447,-0.38461538461538447,0.3954,-0.3816,0.5443786982248522,0.5443786982248522
"(('D', 9), ('C', 12), ('D', 12), ('C', 13))","(('D', 2), ('S', 5), ('S', 11), ('C', 14))",0.6923076923076925,-0.6923076923076925,0.6955,-0.697,0.21301775147928978,0.21301775147928978
"(('C', 3), ('H', 10), ('S', 13), ('C', 14))","(('S', 5), ('C', 6), ('D', 12), ('C', 12))",-0.6923076923076925,0.6923076923076925,-0.6941,0.6978,0.21301775147928978,0.21301775147928978
"(('D', 3), ('C', 8), ('S', 11), ('D', 13))","(('D', 6), ('D', 10), ('S', 12), ('C', 14))",0.0,0.0,0.0017,-0.0021,0.6153846153846154,0.6153846153846154
"(('H', 7), ('D', 8), ('H', 9), ('S', 10))","(('D', 3), ('S', 3), ('D', 5), ('C', 10))",-0.46153846153846134,0.46153846153846134,-0.458,0.4631,0.5562130177514788,0.5562130177514788
"(('H', 3), ('D', 9), ('H', 9), ('H', 10))","(('S', 7), ('D', 8), ('C', 10), ('H', 11))",0.6153846153846154,-0.6153846153846154,0.6151,-0.6096,0.3905325443786984,0.3905325443786984
"(('C', 2), ('H', 7), ('H', 11), ('S', 14))","(('S', 8), ('H', 10), ('C', 11), ('D', 14))",0.0,0.0,0.0024,0.0076,0.3076923076923076,0.3076923076923076
"(('D', 3), ('D', 6), ('C', 10), ('C', 11))","(('C', 4), ('H', 10), ('D', 10), ('C', 12))",-0.7692307692307696,0.7692307692307696,-0.7735,0.7719,0.1775147928994084,0.1775147928994084
"(('C', 3), ('C', 4), ('S', 10), ('D', 11))","(('D', 3), ('H', 5), ('H', 10), ('D', 14))",0.0,0.0,0.0047,0.0089,0.3076923076923076,0.3076923076923076
"(('S', 3), ('D', 8), ('C', 8), ('S', 14))","(('S', 8), ('D', 9), ('H', 10), ('C', 11))",0.46153846153846134,-0.46153846153846134,0.4682,-0.4611,0.5562130177514789,0.5562130177514789
"(('S', 8), ('C', 9), ('H', 11), ('C', 14))","(('C', 6), ('C', 12), ('H', 14), ('S', 14))",-0.7692307692307696,0.7692307692307696,-0.7732,0.7646,0.1775147928994084,0.1775147928994084
"(('D', 2), ('D', 3), ('D', 6), ('H', 6))","(('S', 3), ('C', 4), ('D', 9), ('H', 14))",0.7692307692307696,-0.7692307692307696,0.7659,-0.7633,0.17751479289940836,0.17751479289940836
"(('H', 3), ('D', 4), ('H', 7), ('C', 10))","(('S', 5), ('C', 6), ('D', 8), ('C', 14))",0.0,0.0,-0.0013,-0.0005,0.6153846153846154,0.6153846153846154
"(('C', 4), ('D', 5), ('D', 8), ('C', 13))","(('H', 2), ('H', 3), ('H', 8), ('S', 9))",0.0,0.0,-0.0018,0.0023,0.46153846153846134,0.46153846153846134
"(('S', 4), ('D', 6), ('D', 8), ('C', 10))","(('C', 7), ('C', 9), ('S', 10), ('C', 13))",0.0,0.0,-0.0031,-0.0082,0.46153846153846134,0.46153846153846134
"(('S', 4), ('S', 10), ('D', 11), ('C', 14))","(('S', 2), ('C', 5), ('H', 10), ('H', 13))",0.0,0.0,-0.0121,0.0021,0.46153846153846134,0.46153846153846134
"(('H', 5), ('H', 8), ('D', 12), ('S', 14))","(('H', 2), ('S', 8), ('H', 9), ('H', 11))",0.0,0.0,0.0055,-0.0025,0.46153846153846134,0.46153846153846134
"(('S', 4), ('C', 10), ('H', 11), ('H', 12))","(('D', 2), ('H', 2), ('H', 9), ('D', 14))",-0.6923076923076925,0.6923076923076925,-0.6919,0.6981,0.21301775147928978,0.21301775147928978
"(('S', 3), ('D', 6), ('H', 7), ('H', 8))","(('H', 4), ('H', 11), ('C', 12), ('S', 12))",-0.6923076923076925,0.6923076923076925,-0.6908,0.6944,0.21301775147928978,0.21301775147928978
"(('H', 6), ('C', 8), ('C', 9), ('C', 14))","(('D', 6), ('S', 7), ('C', 11), ('H', 13))",0.0,0.0,0.0021,-0.0069,0.46153846153846134,0.46153846153846134
"(('D', 2), ('H', 5), ('C', 5), ('C', 10))","(('H', 3), ('H', 4), ('S', 7), ('C', 9))",0.6923076923076925,-0.6923076923076925,0.6846,-0.6888,0.21301775147928978,0.21301775147928978
"(('C', 6), ('S', 8), ('D', 11), ('S', 14))","(('C', 3), ('H', 5), ('C', 9), ('D', 10))",0.0,0.0,0.0012,-0.0085,0.6153846153846154,0.6153846153846154
"(('C', 3), ('D', 3), ('H', 6), ('D', 12))","(('C', 4), ('S', 5), ('C', 13), ('D', 14))",0.6923076923076925,-0.6923076923076925,0.6949,-0.7014,0.21301775147928978,0.21301775147928978
"(('D', 4), ('S', 5), ('H', 7), ('H', 10))","(('S', 3), ('H', 9), ('H', 11), ('C', 14))",0.0,0.0,-0.0042,0.003,0.6153846153846154,0.6153846153846154
"(('C', 5), ('S', 9), ('C', 10), ('D', 14))","(('D', 2), ('D', 3), ('H', 5), ('C', 7))",0.0,0.0,0.0028,-0.0106,0.46153846153846134,0.46153846153846134
"(('C', 4), ('S', 6), ('D', 10), ('H', 12))","(('C', 6), ('C', 7), ('H', 8), ('S', 13))",0.0,0.0,-0.0038,0.0127,0.46153846153846134,0.46153846153846134
"(('C', 3), ('H', 4), ('S', 6), ('S', 8))","(('H', 6), ('H', 8), ('S', 11), ('H', 12))",0.0,0.0,0.0014,0.0093,0.3076923076923076,0.3076923076923076
"(('H', 4), ('C', 9), ('C', 14), ('S', 14))","(('S', 5), ('H', 7), ('S', 7), ('C', 8))",0.0,0.0,0.0052,-0.0062,0.46153846153846134,0.46153846153846134
"(('S', 2), ('C', 4), ('S', 10), ('S', 14))","(('D', 4), ('C', 7), ('S', 9), ('S', 12))",0.0,0.0,-0.0029,0.0029,0.46153846153846134,0.46153846153846134
"(('S', 3), ('C', 7), ('C', 11), ('H', 11))","(('S', 5), ('S', 9), ('H', 13), ('C', 14))",0.6923076923076925,-0.6923076923076925,0.6931,-0.6951,0.2130177514792898,0.2130177514792898
"(('S', 5), ('C', 6), ('D', 9), ('S', 13))","(('S', 4), ('H', 7), ('D', 8), ('D', 14))",0.0,0.0,0.0023,-0.0013,0.6153846153846154,0.6153846153846154
"(('C', 6), ('H', 7), ('S', 9), ('D', 14))","(('C', 2), ('D', 10), ('H', 11), ('H', 13))",0.0,0.0,0.0039,-0.0078,0.6153846153846154,0.6153846153846154
"(('H', 3), ('S', 4), ('C', 8), ('C', 14))","(('S', 2), ('D', 6), ('H', 11), ('S', 12))",0.0,0.0,-0.0051,-0.0098,0.6153846153846154,0.6153846153846154
"(('S', 5), ('C', 7), ('D', 9), ('D', 11))","(('S', 3), ('D', 6), ('S', 6), ('C', 8))",-0.6923076923076925,0.6923076923076925,-0.6919,0.6941,0.2130177514792898,0.2130177514792898
"(('C', 4), ('D', 6), ('S', 9), ('S', 10))","(('H', 3), ('C', 6), ('S', 8), ('S', 12))",0.0,0.0,-0.0072,-0.0016,0.46153846153846134,0.46153846153846134
"(('H', 7), ('D', 8), ('C', 12), ('C', 13))","(('C', 2), ('H', 5), ('C', 10), ('D', 13))",0.0,0.0,0.0043,0.0022,0.46153846153846134,0.46153846153846134
"(('H', 3), ('H', 5), ('S', 7), ('D', 7))","(('S', 4), ('D', 6), ('H', 8), ('C', 10))",0.6923076923076925,-0.6923076923076925,0.6875,-0.6898,0.21301775147928978,0.21301775147928978
"(('D', 4), ('C', 12), ('H', 12), ('D', 13))","(('H', 2), ('H', 10), ('D', 12), ('H', 13))",0.8461538461538467,-0.8461538461538467,0.8478,-0.8467,0.13017751479289943,0.13017751479289943
"(('H', 3), ('H', 8), ('D', 11), ('S', 11))","(('H', 2), ('S', 3), ('H', 4), ('C', 13))",0.7692307692307696,-0.7692307692307696,0.7684,-0.7671,0.17751479289940839,0.17751479289940839
"(('S', 3), ('C', 9), ('D', 10), ('S', 14))","(('C', 7), ('D', 8), ('C', 10), ('S', 12))",0.0,0.0,0.0025,-0.0138,0.46153846153846134,0.46153846153846134
"(('D', 3), ('D', 7), ('H', 11), ('S', 14))","(('D', 5), ('C', 6), ('H', 12), ('D', 13))",0.0,0.0,0.0001,0.0091,0.6153846153846154,0.6153846153846154
"(('C', 3), ('C', 6), ('H', 9), ('D', 13))","(('S', 2), ('S', 5), ('D', 6), ('C', 14))",0.0,0.0,-0.0134,0.0141,0.46153846153846134,0.46153846153846134
"(('H', 2), ('S', 2), ('H', 3), ('D', 9))","(('D', 3), ('H', 6), ('D', 7), ('H', 9))",0.8461538461538467,-0.8461538461538467,0.8493,-0.8455,0.13017751479289943,0.13017751479289943
"(('D', 2), ('D', 3), ('D', 4), ('D', 9))","(('H', 9), ('S', 10), ('D', 11), ('S', 14))",0.24999999999999994,-0.24999999999999994,0.252,-0.2592,0.5336538461538461,0.5336538461538461
"(('H', 3), ('C', 8), ('H', 9), ('C', 10))","(('C', 4), ('S', 4), ('C', 6), ('H', 7))",-0.6923076923076925,0.6923076923076925,-0.6858,0.6898,0.21301775147928978,0.21301775147928978
"(('C', 3), ('S', 6), ('S', 9), ('S', 10))","(('D', 5), ('D', 6), ('S', 7), ('C', 9))",-0.07692307692307693,0.07692307692307693,-0.0814,0.0837,0.37869822485207133,0.37869822485207133
"(('C', 2), ('D', 9), ('S', 13), ('S', 14))","(('H', 4), ('C', 10), ('D', 11), ('S', 12))",0.0,0.0,0.0091,0.0095,0.6153846153846154,0.6153846153846154
"(('C', 2), ('H', 5), ('D', 8), ('C', 14))","(('C', 5), ('C', 7), ('C', 12), ('D', 14))",0.0,0.0,-0.0062,0.0088,0.3076923076923076,0.3076923076923076
"(('S', 3), ('S', 6), ('D', 10), ('H', 14))","(('D', 3), ('H', 4), ('H', 8), ('H', 9))",0.0,0.0,0.0012,0.0013,0.46153846153846134,0.46153846153846134
"(('C', 6), ('C', 7), ('D', 8), ('D', 12))","(('H', 2), ('H', 3), ('C', 8), ('C', 13))",0.0,0.0,0.0047,-0.0064,0.46153846153846134,0.46153846153846134
"(('D', 5), ('S', 8), ('C', 11), ('S', 11))","(('H', 3), ('D', 7), ('D', 10), ('S', 14))",0.6923076923076925,-0.6923076923076925,0.6968,-0.695,0.21301775147928978,0.21301775147928978
"(('H', 6), ('D', 8), ('S', 10), ('C', 14))","(('H', 3), ('C', 7), ('S', 11), ('S', 12))",0.0,0.0,0.0018,0.0011,0.6153846153846154,0.6153846153846154
"(('H', 2), ('H', 6), ('S', 8), ('D', 10))","(('C', 3), ('H', 9), ('C', 10), ('S', 14))",0.0,0.0,-0.0016,0.0061,0.46153846153846134,0.46153846153846134
"(('S', 3), ('S', 6), ('C', 8), ('C', 11))","(('S', 2), ('S', 4), ('D', 7), ('S', 8))",0.0,0.0,0.0065,0.0028,0.46153846153846134,0.46153846153846134
"(('D', 8), ('D', 9), ('H', 12), ('C', 14))","(('D', 2), ('C', 4), ('S', 6), ('H', 10))",0.0,0.0,0.0002,0.0041,0.6153846153846154,0.6153846153846154
"(('C', 7), ('S', 10), ('D', 13), ('C', 14))","(('C', 3), ('H', 6), ('S', 7), ('D', 12))",0.0,0.0,0.0087,0.0005,0.46153846153846134,0.46153846153846134
"(('C', 4), ('S', 4), ('S', 5), ('S', 7))","(('C', 5), ('C', 7), ('D', 10), ('D', 12))",0.8461538461538467,-0.8461538461538467,0.843,-0.8473,0.13017751479289943,0.13017751479289943
"(('H', 2), ('S', 4), ('D', 6), ('H', 10))","(('H', 4), ('S', 7), ('C', 8), ('S', 8))",-0.7692307692307696,0.7692307692307696,-0.7747,0.7643,0.1775147928994084,0.1775147928994084
"(('S', 2), ('D', 6), ('H', 13), ('H', 14))","(('S', 5), ('D', 8), ('S', 9), ('D', 10))",0.0,0.0,-0.014,-0.0109,0.6153846153846154,0.6153846153846154
"(('D', 2), ('D', 6), ('H', 9), ('H', 11))","(('S', 5), ('C', 7), ('C', 11), ('H', 14))",0.0,0.0,-0.0035,0.0063,0.46153846153846134,0.46153846153846134
"(('H', 6), ('S', 7), ('C', 13), ('H', 13))","(('H', 2), ('D', 8), ('H', 10), ('D', 10))",0.0,0.0,0.0051,-0.0001,0.46153846153846134,0.46153846153846134
"(('D', 2), ('C', 8), ('C', 10), ('S', 14))","(('D', 4), ('D', 5), ('H', 5), ('H', 14))",-0.7692307692307696,0.7692307692307696,-0.7694,0.7631,0.17751479289940844,0.17751479289940844
"(('S', 2), ('H', 4), ('D', 4), ('H', 8))","(('D', 2), ('H', 6), ('C', 11), ('C', 12))",0.7692307692307696,-0.7692307692307696,0.7678,-0.7692,0.17751479289940839,0.17751479289940839
"(('D', 5), ('S', 7), ('D', 12), ('S', 13))","(('S', 5), ('H', 5), ('C', 6), ('D', 11))",-0.7692307692307696,0.7692307692307696,-0.7732,0.7679,0.17751479289940839,0.17751479289940839
