game_id,psp_iter_0,psp_iter_1,psp_iter_2,psp_iter_3
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,34,0,0
0,50,34,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
0,50,32,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,28,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,30,0,0
1,50,26,0,0
1,50,26,0,0
1,50,28,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
1,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,30,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,26,0,0
2,50,30,0,0
2,50,26,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,22,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,22,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,22,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
3,50,20,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
4,50,50,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,38,0,0
5,50,26,0,0
5,50,38,0,0
5,50,26,0,0
5,50,26,0,0
5,50,38,0,0
5,50,26,0,0
5,50,38,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,26,0,0
5,50,38,0,0
5,50,26,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,22,0,0
6,50,22,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
6,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,30,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,22,0,0
7,50,20,0,0
7,50,24,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
7,50,20,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,8,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
8,50,0,0,0
